ITHACA CORNELL UNIV, NY - January 1893
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Apr 30	53	35	-	44.0	-6.2	0.66	0.0	-
Sum	1596	1001	-	-	-	3.18	3.9	-
Average	53.2	33.4	-	43.3	-1.4	-	-	0.3
Normal	55.5	33.9	-	44.7	-	3.29	3.4	-
More information
ITHACA CORNELL UNIV, NY - May 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
May 1	52	34	-	43.0	-7.6	0.77	Trace	-
May 2	42	33	-	37.5	-13.4	0.02	Trace	-
May 3	50	33	-	41.5	-9.8	0.06	0.0	-
May 4	55	37	-	46.0	-5.6	Trace	0.0	-
May 5	67	41	-	54.0	2.1	Trace	0.0	-
May 6	76	53	-	64.5	12.2	0.00	0.0	-
May 7	74	48	-	61.0	8.4	0.01	0.0	-
May 8	74	39	-	56.5	3.6	0.00	0.0	-
May 9	82	58	-	70.0	16.8	0.09	0.0	-
May 10	67	43	-	55.0	1.5	0.31	0.0	-
May 11	54	36	-	45.0	-8.9	0.03	0.0	-
May 12	66	39	-	52.5	-1.7	0.00	0.0	-
May 13	78	45	-	61.5	7.0	Trace	0.0	-
May 14	75	57	-	66.0	11.2	0.42	0.0	-
May 15	76	53	-	64.5	9.4	0.02	0.0	-
May 16	76	58	-	67.0	11.5	0.01	0.0	-
May 17	58	51	-	54.5	-1.3	0.00	0.0	-
May 18	59	46	-	52.5	-3.6	0.03	0.0	-
May 19	68	47	-	57.5	1.1	0.00	0.0	-
May 20	66	50	-	58.0	1.3	0.00	0.0	-
May 21	59	47	-	53.0	-4.1	0.00	0.0	-
May 22	57	46	-	51.5	-5.9	Trace	0.0	-
May 23	59	41	-	50.0	-7.7	0.00	0.0	-
May 24	70	39	-	54.5	-3.5	0.00	0.0	-
May 25	64	45	-	54.5	-3.8	0.00	0.0	-
May 26	77	38	-	57.5	-1.1	0.00	0.0	-
May 27	67	57	-	62.0	3.0	0.16	0.0	-
May 28	66	50	-	58.0	-1.3	0.02	0.0	-
May 29	72	50	-	61.0	1.4	0.20	0.0	-
May 30	70	45	-	57.5	-2.4	0.00	0.0	-
May 31	77	43	-	60.0	-0.3	0.00	0.0	-
Sum	2053	1402	-	-	-	2.15	Trace	-
Average	66.2	45.2	-	55.7	0.3	-	-	-
Normal	67.4	43.5	-	55.4	-	3.19	0.0	-
More information
ITHACA CORNELL UNIV, NY - June 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jun 1	77	47	-	62.0	1.4	0.00	-	-
Jun 2	80	55	-	67.5	6.6	Trace	-	-
Jun 3	83	55	-	69.0	7.8	0.00	-	-
Jun 4	69	58	-	63.5	2.0	0.28	-	-
Jun 5	68	60	-	64.0	2.2	0.45	-	-
Jun 6	66	52	-	59.0	-3.1	0.00	-	-
Jun 7	68	51	-	59.5	-2.9	Trace	-	-
Jun 8	75	46	-	60.5	-2.2	0.00	-	-
Jun 9	57	52	-	54.5	-8.5	0.09	-	-
Jun 10	59	53	-	56.0	-7.3	1.14	-	-
Jun 11	74	54	-	64.0	0.4	0.03	-	-
Jun 12	81	49	-	65.0	1.1	0.00	-	-
Jun 13	72	59	-	65.5	1.3	0.42	-	-
Jun 14	78	58	-	68.0	3.5	0.02	-	-
Jun 15	70	49	-	59.5	-5.3	0.00	-	-
Jun 16	78	45	-	61.5	-3.5	0.00	-	-
Jun 17	76	53	-	64.5	-0.8	1.20	-	-
Jun 18	60	46	-	53.0	-12.5	0.01	-	-
Jun 19	74	47	-	60.5	-5.3	0.00	-	-
Jun 20	83	60	-	71.5	5.5	0.00	-	-
Jun 21	89	63	-	76.0	9.8	0.00	-	-
Jun 22	81	60	-	70.5	4.0	0.33	-	-
Jun 23	89	66	-	77.5	10.8	Trace	-	-
Jun 24	88	70	-	79.0	12.1	0.00	-	-
Jun 25	89	69	-	79.0	11.9	0.00	-	-
Jun 26	87	63	-	75.0	7.8	0.00	-	-
Jun 27	89	62	-	75.5	8.1	0.00	-	-
Jun 28	90	69	-	79.5	11.9	Trace	-	-
Jun 29	76	54	-	65.0	-2.7	0.00	-	-
Jun 30	86	48	-	67.0	-0.9	0.00	-	-
Sum	2312	1673	-	-	-	3.97	-	-
Average	77.1	55.8	-	66.4	1.8	-	-	-
Normal	76.0	53.3	-	64.6	-	3.99	0.0	-
More information
ITHACA CORNELL UNIV, NY - July 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jul 1	82	66	-	74.0	6.0	0.00	-	-
Jul 2	77	58	-	67.5	-0.6	Trace	-	-
Jul 3	72	55	-	63.5	-4.8	0.05	-	-
Jul 4	68	52	-	60.0	-8.4	0.00	-	-
Jul 5	77	44	-	60.5	-8.0	0.00	-	-
Jul 6	79	50	-	64.5	-4.1	0.00	-	-
Jul 7	77	48	-	62.5	-6.1	0.00	-	-
Jul 8	80	50	-	65.0	-3.7	0.00	-	-
Jul 9	82	43	-	62.5	-6.3	0.00	-	-
Jul 10	84	62	-	73.0	4.2	0.00	-	-
Jul 11	90	65	-	77.5	8.6	0.00	-	-
Jul 12	85	66	-	75.5	6.6	0.01	-	-
Jul 13	86	63	-	74.5	5.5	0.00	-	-
Jul 14	88	55	-	71.5	2.5	Trace	-	-
Jul 15	90	60	-	75.0	6.0	0.09	-	-
Jul 16	84	63	-	73.5	4.5	0.16	-	-
Jul 17	76	57	-	66.5	-2.5	0.00	-	-
Jul 18	73	54	-	63.5	-5.5	0.13	-	-
Jul 19	72	55	-	63.5	-5.5	Trace	-	-
Jul 20	77	52	-	64.5	-4.5	0.00	-	-
Jul 21	83	48	-	65.5	-3.5	0.02	-	-
Jul 22	70	59	-	64.5	-4.5	0.16	-	-
Jul 23	72	58	-	65.0	-4.0	0.22	-	-
Jul 24	73	55	-	64.0	-5.0	0.65	-	-
Jul 25	78	55	-	66.5	-2.5	0.02	-	-
Jul 26	86	53	-	69.5	0.6	0.00	-	-
Jul 27	88	61	-	74.5	5.6	0.00	-	-
Jul 28	88	64	-	76.0	7.1	0.00	-	-
Jul 29	90	69	-	79.5	10.7	0.11	-	-
Jul 30	87	64	-	75.5	6.7	0.00	-	-
Jul 31	86	58	-	72.0	3.3	0.00	-	-
Sum	2500	1762	-	-	-	1.62	-	-
Average	80.6	56.8	-	68.7	-0.1	-	-	-
Normal	79.9	57.7	-	68.8	-	3.83	0.0	-
More information
ITHACA CORNELL UNIV, NY - August 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Aug 1	83	55	-	69.0	0.3	0.00	-	-
Aug 2	87	54	-	70.5	1.8	0.00	-	-
Aug 3	85	62	-	73.5	4.9	0.00	-	-
Aug 4	82	54	-	68.0	-0.6	0.00	-	-
Aug 5	86	50	-	68.0	-0.5	0.00	-	-
Aug 6	86	55	-	70.5	2.0	0.00	-	-
Aug 7	89	57	-	73.0	4.6	0.00	-	-
Aug 8	95	57	-	76.0	7.7	0.00	-	-
Aug 9	86	65	-	75.5	7.2	Trace	-	-
Aug 10	73	57	-	65.0	-3.2	0.00	-	-
Aug 11	78	50	-	64.0	-4.1	0.00	-	-
Aug 12	81	52	-	66.5	-1.6	0.00	-	-
Aug 13	82	58	-	70.0	2.0	0.00	-	-
Aug 14	80	60	-	70.0	2.1	0.00	-	-
Aug 15	70	59	-	64.5	-3.3	0.35	-	-
Aug 16	73	62	-	67.5	-0.2	0.40	-	-
Aug 17	62	54	-	58.0	-9.6	0.11	-	-
Aug 18	65	56	-	60.5	-7.0	0.12	-	-
Aug 19	79	57	-	68.0	0.6	0.00	-	-
Aug 20	78	56	-	67.0	-0.2	0.27	-	-
Aug 21	67	49	-	58.0	-9.1	0.00	-	-
Aug 22	75	42	-	58.5	-8.5	0.00	-	-
Aug 23	89	52	-	70.5	3.7	0.00	-	-
Aug 24	88	55	-	71.5	4.8	0.00	-	-
Aug 25	93	64	-	78.5	12.0	0.00	-	-
Aug 26	83	65	-	74.0	7.7	0.31	-	-
Aug 27	79	52	-	65.5	-0.6	0.00	-	-
Aug 28	84	47	-	65.5	-0.4	Trace	-	-
Aug 29	76	58	-	67.0	1.3	0.07	-	-
Aug 30	66	45	-	55.5	-10.0	0.00	-	-
Aug 31	72	43	-	57.5	-7.8	0.00	-	-
Sum	2472	1702	-	-	-	1.63	-	-
Average	79.7	54.9	-	67.3	-0.1	-	-	-
Normal	78.6	56.3	-	67.4	-	3.63	0.0	-
More information
ITHACA CORNELL UNIV, NY - September 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Sep 1	64	49	-	56.5	-8.5	0.02	-	-
Sep 2	71	47	-	59.0	-5.8	0.00	-	-
Sep 3	82	47	-	64.5	0.0	0.00	-	-
Sep 4	71	62	-	66.5	2.3	Trace	-	-
Sep 5	62	49	-	55.5	-8.4	0.10	-	-
Sep 6	74	43	-	58.5	-5.1	0.00	-	-
Sep 7	73	46	-	59.5	-3.8	0.00	-	-
Sep 8	80	38	-	59.0	-4.0	0.00	-	-
Sep 9	82	49	-	65.5	2.8	0.00	-	-
Sep 10	68	55	-	61.5	-0.8	1.02	-	-
Sep 11	70	52	-	61.0	-1.0	0.01	-	-
Sep 12	76	50	-	63.0	1.4	0.00	-	-
Sep 13	81	61	-	71.0	9.8	0.00	-	-
Sep 14	91	64	-	77.5	16.6	0.00	-	-
Sep 15	79	68	-	73.5	13.0	0.00	-	-
Sep 16	69	52	-	60.5	0.4	0.50	-	-
Sep 17	77	46	-	61.5	1.8	0.00	-	-
Sep 18	67	44	-	55.5	-3.8	0.00	-	-
Sep 19	72	40	-	56.0	-2.9	0.00	-	-
Sep 20	72	49	-	60.5	2.0	0.00	-	-
Sep 21	72	56	-	64.0	5.9	0.00	-	-
Sep 22	78	58	-	68.0	10.4	0.00	-	-
Sep 23	82	53	-	67.5	10.3	0.95	-	-
Sep 24	64	42	-	53.0	-3.8	0.09	-	-
Sep 25	64	39	-	51.5	-4.9	0.00	-	-
Sep 26	65	40	-	52.5	-3.4	0.00	-	-
Sep 27	55	44	-	49.5	-6.0	0.03	-	-
Sep 28	59	39	-	49.0	-6.1	0.00	-	-
Sep 29	70	38	-	54.0	-0.7	0.00	-	-
Sep 30	59	48	-	53.5	-0.8	0.18	-	-
Sum	2149	1468	-	-	-	2.90	-	-
Average	71.6	48.9	-	60.3	0.3	-	-	-
Normal	71.1	49.0	-	60	-	3.69	0.0	-
More information
ITHACA CORNELL UNIV, NY - October 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Oct 1	53	45	-	49.0	-4.9	0.04	0.0	-
Oct 2	54	44	-	49.0	-4.5	Trace	0.0	-
Oct 3	52	48	-	50.0	-3.1	0.10	0.0	-
Oct 4	60	41	-	50.5	-2.2	0.00	0.0	-
Oct 5	66	36	-	51.0	-1.3	0.00	0.0	-
Oct 6	70	36	-	53.0	1.1	0.00	0.0	-
Oct 7	72	39	-	55.5	4.0	0.00	0.0	-
Oct 8	77	43	-	60.0	8.9	0.00	0.0	-
Oct 9	82	48	-	65.0	14.2	0.00	0.0	-
Oct 10	79	56	-	67.5	17.1	0.00	0.0	-
Oct 11	67	52	-	59.5	9.4	1.18	0.0	-
Oct 12	55	35	-	45.0	-4.7	Trace	0.0	-
Oct 13	39	30	-	34.5	-14.9	0.00	0.0	-
Oct 14	55	29	-	42.0	-7.0	0.09	0.0	-
Oct 15	50	38	-	44.0	-4.7	Trace	0.0	-
Oct 16	46	38	-	42.0	-6.4	0.01	Trace	0
Oct 17	47	37	-	42.0	-6.1	Trace	0.0	-
Oct 18	43	34	-	38.5	-9.3	0.07	0.0	-
Oct 19	44	36	-	40.0	-7.5	0.00	0.0	-
Oct 20	54	34	-	44.0	-3.2	0.00	0.0	-
Oct 21	52	35	-	43.5	-3.4	0.40	0.0	-
Oct 22	50	44	-	47.0	0.4	0.03	0.0	-
Oct 23	44	36	-	40.0	-6.4	0.21	0.0	-
Oct 24	38	33	-	35.5	-10.6	0.10	0.0	-
Oct 25	49	32	-	40.5	-5.3	0.00	0.0	-
Oct 26	61	38	-	49.5	3.9	0.01	0.0	-
Oct 27	55	37	-	46.0	0.7	Trace	0.0	-
Oct 28	39	33	-	36.0	-9.0	Trace	Trace	0
Oct 29	38	28	-	33.0	-11.8	Trace	0.0	-
Oct 30	48	29	-	38.5	-6.0	0.00	0.0	-
Oct 31	71	39	-	55.0	10.7	0.00	0.0	-
Sum	1710	1183	-	-	-	2.24	Trace	-
Average	55.2	38.2	-	46.7	-2	-	-	0
Normal	59.0	38.3	-	48.7	-	3.42	0.4	-
More information
ITHACA CORNELL UNIV, NY - November 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Nov 1	75	49	-	62.0	18.0	0.00	0.0	-
Nov 2	64	52	-	58.0	14.3	0.01	0.0	-
Nov 3	54	41	-	47.5	4.0	0.00	0.0	-
Nov 4	47	37	-	42.0	-1.2	0.15	0.0	-
Nov 5	44	33	-	38.5	-4.4	0.00	0.0	-
Nov 6	54	30	-	42.0	-0.7	0.00	0.0	-
Nov 7	53	24	-	38.5	-3.9	0.00	0.0	-
Nov 8	52	39	-	45.5	3.4	0.12	0.0	-
Nov 9	50	35	-	42.5	0.7	0.00	0.0	-
Nov 10	49	35	-	42.0	0.5	0.00	0.0	-
Nov 11	70	46	-	58.0	16.8	0.00	0.0	-
Nov 12	72	50	-	61.0	20.1	Trace	0.0	-
Nov 13	59	46	-	52.5	11.9	Trace	0.0	-
Nov 14	61	50	-	55.5	15.2	Trace	0.0	-
Nov 15	68	39	-	53.5	13.5	0.01	0.0	-
Nov 16	50	36	-	43.0	3.3	0.01	0.0	-
Nov 17	55	32	-	43.5	4.2	0.10	0.1	-
Nov 18	32	27	-	29.5	-9.5	Trace	Trace	Trace
Nov 19	39	26	-	32.5	-6.1	Trace	Trace	-
Nov 20	58	38	-	48.0	9.7	0.00	0.0	-
Nov 21	61	43	-	52.0	14.1	0.05	0.0	-
Nov 22	61	43	-	52.0	14.4	0.14	0.0	-
Nov 23	61	24	-	42.5	5.3	0.05	Trace	-
Nov 24	30	21	-	25.5	-11.3	0.03	0.3	Trace
Nov 25	31	20	-	25.5	-10.9	0.34	3.9	4
Nov 26	37	30	-	33.5	-2.5	0.02	0.0	1
Nov 27	48	25	-	36.5	0.8	0.00	0.0	Trace
Nov 28	59	34	-	46.5	11.2	0.04	0.0	-
Nov 29	45	29	-	37.0	2.1	0.01	0.0	-
Nov 30	39	25	-	32.0	-2.5	0.00	0.0	-
Sum	1578	1059	-	-	-	1.08	4.3	-
Average	52.6	35.3	-	44	4.4	-	-	1
Normal	47.5	31.7	-	39.6	-	3.16	4.5	-
More information
ITHACA CORNELL UNIV, NY - December 1909
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Dec 1	43	20	-	31.5	-2.6	0.00	0.0	-
Dec 2	40	27	-	33.5	-0.2	0.00	0.0	-
Dec 3	42	30	-	36.0	2.7	0.00	0.0	-
Dec 4	35	32	-	33.5	0.6	Trace	0.0	-
Dec 5	41	34	-	37.5	5.0	0.00	0.0	-
Dec 6	43	26	-	34.5	2.4	0.00	0.0	-
Dec 7	39	24	-	31.5	-0.2	0.08	Trace	0
Dec 8	34	19	-	26.5	-4.8	Trace	Trace	0
Dec 9	26	14	-	20.0	-10.9	0.00	0.0	-
Dec 10	28	20	-	24.0	-6.5	Trace	Trace	Trace
Dec 11	29	23	-	26.0	-4.1	0.01	0.1	Trace
Dec 12	28	20	-	24.0	-5.7	Trace	Trace	0
Dec 13	42	26	-	34.0	4.6	0.52	Trace	0
Dec 14	41	31	-	36.0	7.0	Trace	Trace	0
Dec 15	33	28	-	30.5	1.8	0.13	2.0	2
Dec 16	30	23	-	26.5	-1.8	0.01	0.5	2
Dec 17	32	20	-	26.0	-2.0	Trace	0.5	2
Dec 18	29	21	-	25.0	-2.7	0.01	0.5	2
Dec 19	23	18	-	20.5	-6.8	Trace	Trace	2
Dec 20	24	18	-	21.0	-6.0	0.00	0.0	2
Dec 21	26	18	-	22.0	-4.7	0.00	0.0	1
Dec 22	26	19	-	22.5	-3.9	0.02	0.2	1
Dec 23	32	24	-	28.0	1.8	Trace	Trace	1
Dec 24	33	27	-	30.0	4.1	0.00	0.0	1
Dec 25	28	25	-	26.5	0.8	0.28	3.0	4
Dec 26	27	20	-	23.5	-1.9	0.13	3.1	7
Dec 27	25	16	-	20.5	-4.7	Trace	Trace	5
Dec 28	29	16	-	22.5	-2.5	Trace	Trace	5
Dec 29	17	5	-	11.0	-13.8	0.02	0.4	5
Dec 30	13	6	-	9.5	-15.1	Trace	Trace	5
Dec 31	23	6	-	14.5	-9.9	0.00	0.0	5
Sum	961	656	-	-	-	1.21	10.3	-
Average	31	21.2	-	26.1	-2.6	-	-	2.2
Normal	35.8	21.5	-	28.7	-	2.40	12.6	-
More information
ITHACA CORNELL UNIV, NY - January 1910
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jan 1	36	17	-	26.5	2.3	0.00	0.0	5
Jan 2	44	28	-	36.0	11.9	Trace	0.0	2
Jan 3	32	13	-	22.5	-1.4	0.05	0.6	3
Jan 4	13	-5	-	4.0	-19.8	0.01	0.1	3
Jan 5	36	-4	-	16.0	-7.7	0.10	0.4	3
Jan 6	38	22	-	30.0	6.4	0.78	6.0	9
Jan 7	25	14	-	19.5	-4.0	0.27	3.8	11
Jan 8	25	4	-	14.5	-8.9	0.00	0.0	9
Jan 9	32	21	-	26.5	3.2	0.06	0.6	8
Jan 10	22	0	-	11.0	-12.3	0.06	0.7	10
Jan 11	34	1	-	17.5	-5.7	0.00	0.0	9
Jan 12	32	22	-	27.0	3.8	0.00	0.0	8
Jan 13	31	22	-	26.5	3.4	0.00	0.0	7
Jan 14	28	20	-	24.0	0.9	0.48	5.0	12
Jan 15	20	14	-	17.0	-6.1	Trace	Trace	11
Jan 16	30	3	-	16.5	-6.5	0.00	0.0	9
Jan 17	35	3	-	19.0	-4.0	Trace	0.0	7
Jan 18	46	30	-	38.0	15.0	0.28	0.0	5
Jan 19	37	17	-	27.0	4.0	Trace	Trace	5
Jan 20	43	20	-	31.5	8.4	0.00	0.0	4
Jan 21	45	38	-	41.5	18.4	0.39	0.0	1
Jan 22	48	24	-	36.0	12.9	Trace	Trace	1
Jan 23	34	24	-	29.0	5.9	0.00	0.0	1
Jan 24	38	31	-	34.5	11.3	Trace	Trace	1
Jan 25	32	23	-	27.5	4.3	0.10	1.0	1
Jan 26	32	14	-	23.0	-0.3	0.03	0.0	1
Jan 27	36	30	-	33.0	9.7	0.01	0.1	1
Jan 28	35	28	-	31.5	8.1	0.02	0.2	1
Jan 29	30	22	-	26.0	2.6	0.29	3.3	5
Jan 30	33	20	-	26.5	3.0	0.14	1.5	6
Jan 31	29	20	-	24.5	0.9	0.00	0.0	5
Sum	1031	536	-	-	-	3.07	23.3	-
Average	33.3	17.3	-	25.3	2	-	-	5.3
Normal	31.3	15.4	-	23.3	-	2.08	17.6	-
More information
ITHACA CORNELL UNIV, NY - February 1910
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Feb 1	28	16	-	22.0	-1.6	Trace	Trace	5
Feb 2	44	14	-	29.0	5.3	-	0.0	3
Feb 3	38	21	-	29.5	5.7	0.40	0.8	3
Feb 4	40	16	-	28.0	4.1	-	0.0	3
Feb 5	30	12	-	21.0	-3.0	0.02	0.2	3
Feb 6	12	-1	-	5.5	-18.6	0.05	0.5	3
Feb 7	19	-4	-	7.5	-16.7	Trace	0.2	4
Feb 8	41	19	-	30.0	5.7	-	0.0	3
Feb 9	43	32	-	37.5	13.1	0.08	Trace	2
Feb 10	32	15	-	23.5	-1.0	0.01	0.1	2
Feb 11	23	6	-	14.5	-10.1	0.30	3.0	2
Feb 12	24	15	-	19.5	-5.2	0.59	6.4	11
Feb 13	26	16	-	21.0	-3.9	0.02	0.2	10
Feb 14	34	18	-	26.0	1.0	Trace	Trace	9
Feb 15	43	30	-	36.5	11.4	Trace	Trace	6
Feb 16	45	17	-	31.0	5.7	0.14	1.5	5
Feb 17	19	12	-	15.5	-9.9	0.89	5.8	11
Feb 18	24	7	-	15.5	-10.1	0.02	0.2	11
Feb 19	26	3	-	14.5	-11.2	-	0.0	10
Feb 20	35	18	-	26.5	0.6	0.03	0.0	9
Feb 21	41	32	-	36.5	10.4	0.05	0.0	6
Feb 22	32	14	-	23.0	-3.3	0.34	4.0	10
Feb 23	25	4	-	14.5	-12.0	-	0.0	10
Feb 24	22	-6	-	8.0	-18.7	-	0.0	10
Feb 25	22	-6	-	8.0	-18.9	Trace	Trace	10
Feb 26	36	9	-	22.5	-4.6	Trace	0.0	10
Feb 27	46	36	-	41.0	13.7	0.16	0.0	5
Feb 28	49	34	-	41.5	14.0	0.19	0.0	3
Sum	899	399	-	-	-	3.29	22.9	-
Average	32.1	14.3	-	23.2	-2.1	-	-	6.4
Normal	34.0	16.5	-	25.3	-	1.98	14.2	-
More information
ITHACA CORNELL UNIV, NY - March 1910
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Mar 1	53	33	-	43.0	15.2	0.05	0.0	2
Mar 2	44	30	-	37.0	9.0	Trace	0.0	1
Mar 3	49	27	-	38.0	9.8	0.02	0.4	1
Mar 4	50	26	-	38.0	9.5	0.00	0.0	1
Mar 5	59	37	-	48.0	19.2	0.00	0.0	Trace
Mar 6	59	36	-	47.5	18.4	0.10	0.0	Trace
Mar 7	45	25	-	35.0	5.7	0.07	Trace	Trace
Mar 8	38	24	-	31.0	1.4	Trace	Trace	Trace
Mar 9	36	23	-	29.5	-0.4	Trace	Trace	Trace
Mar 10	41	18	-	29.5	-0.7	0.00	0.0	Trace
Mar 11	44	19	-	31.5	0.9	0.00	0.0	Trace
Mar 12	47	28	-	37.5	6.6	0.00	0.0	Trace
Mar 13	49	26	-	37.5	6.3	Trace	0.0	Trace
Mar 14	26	18	-	22.0	-9.6	0.03	0.2	Trace
Mar 15	34	18	-	26.0	-5.9	0.01	Trace	Trace
Mar 16	45	25	-	35.0	2.7	Trace	Trace	Trace
Mar 17	30	16	-	23.0	-9.6	0.00	0.0	-
Mar 18	46	16	-	31.0	-2.0	0.00	0.0	-
Mar 19	63	35	-	49.0	15.6	0.00	0.0	-
Mar 20	54	34	-	44.0	10.2	0.02	0.0	-
Mar 21	53	27	-	40.0	5.8	0.00	0.0	-
Mar 22	62	41	-	51.5	16.9	Trace	0.0	-
Mar 23	60	33	-	46.5	11.5	0.00	0.0	-
Mar 24	79	44	-	61.5	26.1	0.00	0.0	-
Mar 25	68	37	-	52.5	16.7	0.00	0.0	-
Mar 26	51	32	-	41.5	5.3	0.00	0.0	-
Mar 27	62	27	-	44.5	7.9	0.00	0.0	-
Mar 28	76	50	-	63.0	26.0	0.00	0.0	-
Mar 29	80	43	-	61.5	24.1	0.00	0.0	-
Mar 30	79	57	-	68.0	30.1	Trace	0.0	-
Mar 31	68	47	-	57.5	19.2	Trace	0.0	-
Sum	1650	952	-	-	-	0.30	0.6	-
Average	53.2	30.7	-	42	9.4	-	-	0.3
Normal	42.0	23.1	-	32.6	-	2.64	11.7	-
More information
ITHACA CORNELL UNIV, NY - April 1910
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Apr 1	64	41	-	52.5	13.8	0.00	0.0	-
Apr 2	62	36	-	49.0	9.8	0.00	0.0	-
Apr 3	68	29	-	48.5	8.9	0.00	0.0	-
Apr 4	66	50	-	58.0	18.0	0.07	0.0	-
Apr 5	81	56	-	68.5	28.1	0.00	0.0	-
Apr 6	68	46	-	57.0	16.1	0.17	0.0	-
Apr 7	46	29	-	37.5	-3.8	0.16	0.6	1
Apr 8	43	30	-	36.5	-5.2	Trace	0.5	-
Apr 9	61	37	-	49.0	6.9	Trace	0.0	-
Apr 10	52	34	-	43.0	0.4	0.00	0.0	-
Apr 11	48	31	-	39.5	-3.5	0.29	Trace	-
Apr 12	46	30	-	38.0	-5.4	0.00	0.0	-
Apr 13	57	26	-	41.5	-2.3	0.00	0.0	-
Apr 14	72	31	-	51.5	7.3	0.00	0.0	-
Apr 15	76	41	-	58.5	13.9	0.00	0.0	-
Apr 16	64	45	-	54.5	9.5	0.01	0.0	-
Apr 17	51	41	-	46.0	0.6	0.02	0.0	-
Apr 18	70	47	-	58.5	12.7	0.03	0.0	-
Apr 19	64	38	-	51.0	4.8	0.64	0.0	-
Apr 20	51	35	-	43.0	-3.6	0.02	0.0	-
Apr 21	57	40	-	48.5	1.5	0.04	0.0	-
Apr 22	66	40	-	53.0	5.6	0.00	0.0	-
Apr 23	74	42	-	58.0	10.3	0.66	0.0	-
Apr 24	62	42	-	52.0	3.9	1.04	0.0	-
Apr 25	68	53	-	60.5	12.0	0.08	0.0	-
Apr 26	62	44	-	53.0	4.2	Trace	0.0	-
Apr 27	63	36	-	49.5	0.3	0.00	0.0	-
Apr 28	46	30	-	38.0	-11.5	0.00	0.0	-
Apr 29	46	30	-	38.0	-11.9	0.41	Trace	-
Apr 30	76	45	-	60.5	10.3	0.02	0.0	-
Sum	1830	1155	-	-	-	3.66	1.1	-
Average	61	38.5	-	49.8	5.1	-	-	1
Normal	55.5	33.9	-	44.7	-	3.29	3.4	-
More information
ITHACA CORNELL UNIV, NY - May 1910
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
May 1	70	40	-	55.0	4.4	0.25	0.0	-
May 2	77	53	-	65.0	14.1	0.12	0.0	-
May 3	60	40	-	50.0	-1.3	0.50	0.0	-
May 4	52	38	-	45.0	-6.6	0.00	0.0	-
May 5	54	33	-	43.5	-8.4	0.00	0.0	-
May 6	58	34	-	46.0	-6.3	0.00	0.0	-
May 7	70	42	-	56.0	3.4	0.00	0.0	-
May 8	63	41	-	52.0	-0.9	0.02	0.0	-
May 9	64	48	-	56.0	2.8	0.29	0.0	-
May 10	64	42	-	53.0	-0.5	0.03	0.0	-
May 11	58	39	-	48.5	-5.4	0.07	0.0	-
May 12	55	34	-	44.5	-9.7	0.00	0.0	-
May 13	53	35	-	44.0	-10.5	0.00	0.0	-
May 14	51	34	-	42.5	-12.3	0.00	0.0	-
May 15	61	38	-	49.5	-5.6	0.00	0.0	-
May 16	70	32	-	51.0	-4.5	0.00	0.0	-
May 17	71	48	-	59.5	3.7	0.00	0.0	-
May 18	63	48	-	55.5	-0.6	0.11	0.0	-
May 19	69	42	-	55.5	-0.9	0.00	0.0	-
May 20	76	46	-	61.0	4.3	0.55	0.0	-
May 21	78	55	-	66.5	9.4	0.00	0.0	-
May 22	78	50	-	64.0	6.6	0.15	0.0	-
May 23	70	57	-	63.5	5.8	0.00	0.0	-
May 24	77	58	-	67.5	9.5	0.92	0.0	-
May 25	62	52	-	57.0	-1.3	0.47	0.0	-
May 26	65	45	-	55.0	-3.6	0.09	0.0	-
